Mask	Count	Complexity	Length
?d?d?l?l?l?d?d?d	79277	2.0	8.0
?l?l?l?l?l?l?l?l?s?l	78970	2.0	10.0
?l?l?l?d?d?d?d?l?l	78922	2.0	9.0
?u?l?l?l?u?l?l?l	78899	2.0	8.0
?l?l?l?l?l?d?l?l?l?l?l	78893	2.0	11.0
?u?l?l?l?l?u?l?l?l?l	78734	2.0	10.0
?l?l?s?l?l?l?l?l?l	78728	2.0	9.0
?l?l?l?l?d?d?d?s	78370	3.0	8.0
?l?l?l?l?l?l?l?l?s?s	78343	2.0	10.0
?u?u?u?u?u?u?u?u?u?u?u?u?d	78292	2.0	13.0
?l?l?l?l?l?l?s?l?l?l?l?l?l?l	78053	2.0	14.0
?l?d?d?d?l?l?l?l	78050	2.0	8.0
?d?d?d?l?l?l?l?d?d?d	77801	2.0	10.0
?d?d?d?d?d?d?d?d?l?l?l?l?l?l?l	77638	2.0	15.0
?d?d?d?d?d?l?d?d	77229	2.0	8.0
?d?d?d?u?u?u?u?u?u	77089	2.0	9.0
?l?l?l?l?s?l?l?l?l?l?l?l	76196	2.0	12.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d	76017	2.0	18.0
?u?l?l?l?l?l?l?l?d?d?s	75863	4.0	11.0
?u?l?l?l?l?s?d?d?d?d	75690	4.0	10.0
?s?l?l?l?l?l?l?l	75361	2.0	8.0
?d?d?d?d?d?l?l?l?l?l?l	74844	2.0	11.0
?l?l?l?l?l?l?l?s?l?l?l?l?l	74797	2.0	13.0
?u?l?l?l?l?l?l?d?s	74739	4.0	9.0
?l?l?l?l?l?l?l?l?l?l?l?s	74616	2.0	12.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l	74250	1.0	21.0
?u?u?u?u?d?d?d?d?d?d	74101	2.0	10.0
?d?d?d?d?d?d?d?d?d?l?l?l?l	73613	2.0	13.0
?l?d?d?d?d?l?l?l	73434	2.0	8.0
?d?d?l?l?l?l?l?l?l?l?d?d	73431	2.0	12.0
?u?l?l?l?l?l?d?d?d?d?s	73134	4.0	11.0
?d?l?l?l?l?l?l?l?l?l?l?l	72699	2.0	12.0
?d?d?d?l?l?l?l?l?l?l?l?l	72435	2.0	12.0
?l?l?l?l?d?d?d?l?l?l?l?d?d?d	72333	2.0	14.0
?u?l?l?l?s?d?d?d?d	72150	4.0	9.0
?u?l?l?l?l?l?l?l?l?l?l?l?d?d	71764	3.0	14.0
?s?l?l?l?l?l?l?s	71754	2.0	8.0
?d?l?l?l?l?l?l?l?l?l?l?d	71505	2.0	12.0
?l?d?d?l?d?d?d?d	71221	2.0	8.0
?l?l?s?l?l?l?l?l?l?l	71123	2.0	10.0
?d?d?l?l?l?l?d?d?d?d	71002	2.0	10.0
?d?d?d?d?d?d?l?l?l?l?l?l?l?l	70956	2.0	14.0
?d?d?d?d?d?d?d?s	70826	2.0	8.0
?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d?d	70673	2.0	16.0
?u?u?d?d?d?d?d?d?d	70565	2.0	9.0
?u?u?d?d?d?d?d?d?d?d	70236	2.0	10.0
?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d?d	70068	2.0	16.0
?u?u?u?u?u?u?u?u?u?u?u?u?u?u	69575	1.0	14.0
?l?d?l?l?l?l?d?l?l?l	69440	2.0	10.0
?l?l?l?l?l?l?l?l?s?d?d?d?d	69337	3.0	13.0
?d?l?l?l?d?d?d?d	69308	2.0	8.0
?d?d?d?d?d?d?d?d?d?d?d?d?l	68438	2.0	13.0
?l?l?l?l?l?l?l?s?l?l?l?l?l?l	67997	2.0	14.0
?u?l?l?l?l?l?l?l?d?s	67877	4.0	10.0
?d?d?d?d?l?l?l?d	67854	2.0	8.0
?l?l?l?l?l?l?l?s?s	67771	2.0	9.0
?l?d?l?d?l?d?l?d?l?d	67751	2.0	10.0
?l?l?l?l?l?l?d?d?d?d?d?d?d?d?d?d	67611	2.0	16.0
?l?l?l?l?l?l?l?u	67607	2.0	8.0
?l?d?l?d?l?l?l?l?l?l	67591	2.0	10.0
?l?l?l?l?l?l?l?s?l?l?l?l	67525	2.0	12.0
?d?l?l?l?l?l?d?l?l?l	67285	2.0	10.0
?s?l?l?l?l?l?l?l?l	67219	2.0	9.0
?l?s?l?l?l?l?l?l?l	67219	2.0	9.0
?d?d?u?l?l?l?l?l	66811	3.0	8.0
?l?d?d?d?l?l?d?d	66431	2.0	8.0
?l?l?l?d?l?l?l?d?l?l	66363	2.0	10.0
?l?l?d?l?l?l?l?d?l?l	66150	2.0	10.0
?d?d?d?l?d?d?d?l	66135	2.0	8.0
?d?l?l?l?l?l?l?d?d	66127	2.0	9.0
?u?l?l?l?l?l?l?s?d	65941	4.0	9.0
?d?u?l?l?l?l?l?l	65654	3.0	8.0
?l?l?l?l?l?l?l?s?l	65302	2.0	9.0
?l?l?l?d?l?l?l?l?d?l	64939	2.0	10.0
?d?d?d?d?l?d?d?d?d	64934	2.0	9.0
?l?d?l?d?l?d?l?l	64687	2.0	8.0
?l?d?l?l?l?l?l?d?l?l	64672	2.0	10.0
?l?l?l?l?l?d?d?d?l?l	64648	2.0	10.0
?l?d?l?l?l?l?l?l?d?l	64423	2.0	10.0
?l?d?l?l?d?l?l?l?l?l	64356	2.0	10.0
?l?l?d?d?l?d?l?l	64333	2.0	8.0
?d?l?d?l?d?d?l?d?d	63931	2.0	9.0
?u?u?u?u?u?u?u?u?d?d?d	63922	2.0	11.0
?l?l?l?l?l?l?d?l?d?l	63779	2.0	10.0
?d?l?l?l?l?l?l?d?l?l	63755	2.0	10.0
?u?l?d?d?d?d?d?d?d	63656	3.0	9.0
?l?d?l?l?l?d?l?l?l?l	63501	2.0	10.0
?l?l?l?l?d?d?d?d?l?l?l?l	63432	2.0	12.0
?l?d?l?d?d?d?d?d	63167	2.0	8.0
?l?l?d?d?l?l?l?l?l	63078	2.0	9.0
?u?l?l?l?l?l?l?d?d?d?d?d	62906	3.0	12.0
?d?l?l?l?d?l?l?l?l?l	62856	2.0	10.0
?l?l?d?l?l?d?l?l?l?l	62819	2.0	10.0
?l?l?l?d?l?l?d?l?l?l	62714	2.0	10.0
?l?l?l?l?d?l?l?d?l?l	62652	2.0	10.0
?d?d?d?d?d?d?u?u?u	62487	2.0	9.0
?l?l?d?l?l?l?d?l?l?l	62355	2.0	10.0
?u?l?l?l?l?l?d?d?d?s	62341	4.0	10.0
?u?l?l?l?d?d?d?d?d?d?d?d	62163	3.0	12.0
?l?s?l?l?l?l?l?l?l?l	61929	2.0	10.0
?u?l?l?l?l?u?l?l?l?l?l	61877	2.0	11.0
?l?l?l?l?l?d?l?d?l?l	61865	2.0	10.0
?u?l?l?l?l?l?s?d?d?d?d	61860	4.0	11.0
?d?l?l?l?l?l?l?l?d?l	61712	2.0	10.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d	61709	2.0	18.0
?l?l?l?l?d?l?d?l?l?l	61604	2.0	10.0
?l?l?l?l?d?l?l?l?d?l	61543	2.0	10.0
?d?d?d?d?l?l?d?d?d?d	61499	2.0	10.0
?u?l?l?l?l?d?d?d?s	61484	4.0	9.0
?l?l?l?l?l?s?l?l?l?l?l?l?l?l	61380	2.0	14.0
?l?l?l?l?l?l?l?l?s?d?d?d	61192	3.0	12.0
?u?l?l?l?u?l?l?l?l	61035	2.0	9.0
?l?l?l?d?l?d?l?l?l?l	60948	2.0	10.0
?d?l?d?l?l?l?l?l?l?l	60740	2.0	10.0
?l?l?d?l?l?l?l?l?d?l	60663	2.0	10.0
?u?l?l?l?l?d?d?s	60620	4.0	8.0
?l?l?l?l?l?d?l?l?d?l	60486	2.0	10.0
?l?l?d?l?d?l?l?l?l?l	60402	2.0	10.0
?u?l?l?l?l?l?u?l?l?l?l?l	60260	2.0	12.0
?u?l?l?u?l?l?d?d	60193	3.0	8.0
?l?l?l?d?d?l?l?d	60161	2.0	8.0
?l?l?l?l?d?d?d?l?l	59839	2.0	9.0
?u?l?l?l?l?u?l?l?l	59807	2.0	9.0
?d?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l	59717	2.0	16.0
?u?u?u?l?l?l?d?d	59433	3.0	8.0
?l?l?l?l?l?l?d?d?d?d?l	59404	2.0	11.0
?d?l?l?d?l?l?d?l	59260	2.0	8.0
?d?l?l?d?l?l?l?l?l?l	59190	2.0	10.0
?l?d?d?d?d?l?d?d	59186	2.0	8.0
?l?l?d?d?l?l?l?d	58648	2.0	8.0
?l?l?l?l?d?d?l?d	58567	2.0	8.0
?u?l?l?l?l?s?d?d?d	58532	4.0	9.0
?u?l?l?d?d?d?d?d?d?d?d	58332	3.0	11.0
?d?d?d?d?u?l?l?l?l	58265	3.0	9.0
?l?l?l?l?l?d?d?l?l?l?l?l	58153	2.0	12.0
?d?d?d?d?l?l?l?l?d?d?d?d	58091	2.0	12.0
?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a	57927	0.0	16.0
?l?l?l?l?l?d?d?l?l?l?l	57770	2.0	11.0
?l?l?l?l?l?l?l?d?d?d?s	57569	3.0	11.0
?l?l?d?d?d?d?d?l	57398	2.0	8.0
?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l	57185	2.0	15.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l	57181	1.0	22.0
?u?l?l?l?l?l?u?l?l?l?l	56985	2.0	11.0
?u?l?l?l?l?l?l?d?d?d?d?d?d	56954	3.0	13.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?l?l	56935	2.0	15.0
?d?d?d?d?d?d?d?d?u?u	56764	2.0	10.0
?d?l?l?l?l?d?d?d	56690	2.0	8.0
?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l	56654	2.0	15.0
?l?l?l?l?l?l?l?l?d?d?l	56419	2.0	11.0
?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l	56174	2.0	15.0
?l?l?l?l?l?d?d?d?d?d?d?d?d?d?d?d	56091	2.0	16.0
?l?d?l?l?d?d?d?d	55698	2.0	8.0
?u?l?l?l?l?l?s?d?d?d	55587	4.0	10.0
?l?l?d?d?d?d?l?l?l	55475	2.0	9.0
?u?u?u?u?u?u?u?u?u?u?d?d	55427	2.0	12.0
?l?l?l?l?l?l?d?l?d	55252	2.0	9.0
?u?l?l?l?l?l?d?s	55130	4.0	8.0
?l?d?l?l?d?l?l?d	54702	2.0	8.0
?l?l?l?l?l?l?l?l?l?s?d	54656	3.0	11.0
?u?u?u?u?u?u?u?u?u?s	54427	2.0	10.0
?l?l?l?l?l?l?l?s?l?l?l	54425	2.0	11.0
?l?l?l?l?l?l?l?d?d?d?d?s	54133	3.0	12.0
?u?u?u?d?d?d?d?d?d?d?d	54016	2.0	11.0
?l?d?l?l?d?l?d?l	53592	2.0	8.0
?l?d?l?d?l?d?d?d	53589	2.0	8.0
?l?l?l?l?l?u?u?d?d	53589	3.0	9.0
?d?d?d?d?l?l?l?d?d?d?d	53396	2.0	11.0
?d?d?l?l?l?l?l?l?l?d	53300	2.0	10.0
?l?d?l?l?l?d?d?d	53203	2.0	8.0
?l?l?l?l?l?l?l?l?u	53119	2.0	9.0
?d?l?l?l?l?l?l?l?d?d	52932	2.0	10.0
?a?a?a?a?a?a?a?a?a?a?a?a?a?a	52924	0.0	14.0
?l?d?d?d?d?d?l?l	52893	2.0	8.0
?u?d?d?d?d?d?d?d?d?d	52830	2.0	10.0
?l?l?l?l?l?l?l?l?l?d?d?s	52744	3.0	12.0
?l?l?l?l?l?l?l?l?l?d?s	52693	3.0	11.0
?u?l?l?l?l?l?l?l?s?d	52618	4.0	10.0
?a?a?a?a?a?a?a?a?a?a?a?a	52407	0.0	12.0
?s?l?l?l?l?l?l?l?s	52288	2.0	9.0
?l?l?l?l?l?l?l?l?l?d?l	52284	2.0	11.0
?l?l?d?l?d?l?d?l	52106	2.0	8.0
?l?l?l?l?s?l?l?l?l?l?l?l?l	51881	2.0	13.0
?l?l?l?d?d?l?d?d	51816	2.0	8.0
?l?l?l?l?d?d?d?l?l?l?l	51812	2.0	11.0
?l?d?l?d?l?l?l?d	51528	2.0	8.0
?l?l?l?d?l?l?l?l?d	51446	2.0	9.0
?u?l?l?l?l?l?l?l?s?d?d	51421	4.0	11.0
?l?l?l?l?d?l?l?l?l?l?l	51415	2.0	11.0
?l?l?l?l?l?l?l?l?l?l?l?l?s	51344	2.0	13.0
?l?d?l?d?d?l?d?d	51272	2.0	8.0
?d?d?d?d?l?l?l?d?d	51222	2.0	9.0
?l?l?d?l?l?d?d?d	51152	2.0	8.0
?d?d?d?d?d?l?l?d	51140	2.0	8.0
?l?l?l?l?l?l?l?d?l?l?l	51085	2.0	11.0
?l?d?l?l?l?d?l?d	51062	2.0	8.0
?l?l?l?l?l?l?l?d?l?l?l?l	51045	2.0	12.0
?u?u?u?u?u?u?d?d?u?d?d?u?d?d?d?u	50969	2.0	16.0
?d?d?d?d?u?u?u?u?u?u?u	50775	2.0	11.0
?l?l?d?l?d?d?d?d	50762	2.0	8.0
?l?d?d?l?l?l?d?d	50709	2.0	8.0
?l?l?l?l?d?d?l?l?l?l?l	50460	2.0	11.0
?d?d?d?d?d?d?d?d?l?l?l?l?l?l?l?l	50414	2.0	16.0
?l?d?l?d?l?d?l?d?l	50399	2.0	9.0
?u?l?l?d?d?l?l?l	50396	3.0	8.0
?u?u?l?l?l?l?d?d	50321	3.0	8.0
?l?l?l?d?l?d?l?d	50223	2.0	8.0
?u?l?l?l?d?l?l?l	50209	3.0	8.0
?u?l?l?l?l?l?l?l?l?l?l?d?d?d?d	50159	3.0	15.0
?u?l?l?l?u?l?l?l?d?d	50148	3.0	10.0
?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d?d?d	50013	2.0	17.0
?u?l?l?l?l?d?d?d?d?d?d?d?d	49972	3.0	13.0
?l?l?l?l?l?l?l?d?d?d?d?d?d?d?d?d	49912	2.0	16.0
?l?l?d?l?l?d?l?d	49806	2.0	8.0
?l?d?l?d?l?l?d?l	49671	2.0	8.0
?d?d?d?d?u?l?l?l?l?l	49607	3.0	10.0
?l?d?l?l?d?d?l?l	49180	2.0	8.0
?d?d?l?d?d?d?d?l	49178	2.0	8.0
?l?l?l?l?d?d?d?d?l?l?l	49115	2.0	11.0
?u?u?u?u?u?u?u?u?u?u?u?u?u?d	48987	2.0	14.0
?d?d?d?l?l?l?l?l?d?d?d	48912	2.0	11.0
?d?d?d?d?l?d?d?l	48737	2.0	8.0
?d?d?d?d?s?d?d?d?d	48629	2.0	9.0
?l?l?l?l?l?l?d?d?s?s	48492	3.0	10.0
?l?d?d?l?l?l?l?d	48371	2.0	8.0
?d?d?d?l?l?l?l?d	48236	2.0	8.0
?d?d?d?d?d?d?d?d?d?l?l?l?l?l	48230	2.0	14.0
?d?d?d?d?l?l?l?l?l?l?l?l?l?l	48207	2.0	14.0
?u?l?l?d?l?l?l?l	48182	3.0	8.0
?l?l?l?s?d?d?d?d?d?d	48134	3.0	10.0
?d?d?d?d?d?d?a?a	48117	1.0	8.0
?d?l?l?d?d?d?d?d	47948	2.0	8.0
?u?u?u?u?u?u?u?u?s	47902	2.0	9.0
?d?l?l?l?l?l?l?l?l?l?l?l?d	47643	2.0	13.0
?l?d?d?d?d?l?d?d?d?d	47639	2.0	10.0
?u?l?l?l?u?l?l?l?l?l	47636	2.0	10.0
?d?l?d?l?d?d?d?d	47602	2.0	8.0
?l?l?d?d?l?l?d?l	47554	2.0	8.0
?d?d?l?d?l?l?l?l	47399	2.0	8.0
?s?l?l?l?l?l?l?l?l?s	47368	2.0	10.0
?l?l?d?l?d?l?l?d	47360	2.0	8.0
?u?l?l?l?l?l?d?l	47281	3.0	8.0
?d?d?l?l?l?l?l?d?d?d?d	47204	2.0	11.0
?d?d?d?d?l?l?l?l?d?d	47017	2.0	10.0
?d?d?d?d?d?d?d?d?a	46907	1.0	9.0
?l?d?d?l?d?l?l?l	46843	2.0	8.0
?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d	46832	1.0	17.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?d	46806	3.0	14.0
?l?l?l?l?l?l?l?l?l?u	46707	2.0	10.0
?u?d?l?l?l?l?l?l	46679	3.0	8.0
?l?l?l?d?l?d?d?d	46600	2.0	8.0
?l?l?l?l?l?l?l?l?s?l?l?l?l?l	46569	2.0	14.0
?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a	46552	0.0	18.0
?l?d?l?l?l?d?d?l	46230	2.0	8.0
?u?l?l?l?l?l?l?s	46216	3.0	8.0
?u?l?l?l?s?d?d?d	46147	4.0	8.0
?l?l?l?l?l?l?l?l?l?l?s?d?d	46041	3.0	13.0
?d?d?l?l?d?l?l?l	46033	2.0	8.0
?u?u?l?l?d?d?d?d	46022	3.0	8.0
?l?d?d?l?l?d?l?l	45941	2.0	8.0
?u?u?u?u?u?u?u?u?u?u?s	45940	2.0	11.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d	45888	2.0	19.0
?l?d?l?d?d?l?l?l	45885	2.0	8.0
?u?l?l?l?l?l?l?l?l?l?l?d?d?d	45737	3.0	14.0
?l?l?l?d?d?l?d?l	45719	2.0	8.0
?u?l?u?l?d?d?d?d	45681	3.0	8.0
?d?d?d?d?d?d?a?a?a?a	45610	1.0	10.0
?d?d?d?d?d?d?d?d?u?l	45448	3.0	10.0
?u?l?l?l?l?l?l?l?s	45427	3.0	9.0
?l?l?l?l?d?l?l?l?d	45418	2.0	9.0
?d?d?l?l?l?d?l?l	45216	2.0	8.0
?l?d?l?l?d?l?d?d	45179	2.0	8.0
?d?d?d?d?l?d?l?d	45166	2.0	8.0
?u?l?l?l?l?u?d?d	45007	3.0	8.0
?l?l?d?l?l?d?d?l	45000	2.0	8.0
?d?d?l?l?l?l?l?l?l?l?l?l?l	44987	2.0	13.0
?l?l?d?l?d?d?l?l	44957	2.0	8.0
?u?l?l?d?d?d?d?d?d?d	44848	3.0	10.0
?l?l?l?s?l?l?l?l?l?l?l	44618	2.0	11.0
?u?l?l?l?l?u?l?l?l?l?l?l	44482	2.0	12.0
?l?d?d?d?d?d?l?d	44407	2.0	8.0
?l?d?d?l?d?d?l?d	44329	2.0	8.0
?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l	44252	2.0	15.0
?d?u?l?l?l?l?l?l?l	44122	3.0	9.0
?d?l?d?d?l?l?l?l	44119	2.0	8.0
?l?d?d?l?l?l?l?l?l	43993	2.0	9.0
?d?l?d?l?d?l?l?l	43962	2.0	8.0
?l?l?d?d?d?d?d?d?l	43930	2.0	9.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d	43870	2.0	18.0
?u?l?l?l?l?l?u?l?l?l	43843	2.0	10.0
?l?l?l?s?l?l?l?d?d	43754	3.0	9.0
?d?d?d?d?d?l?d?l	43714	2.0	8.0
?d?d?d?l?l?l?l?l?d?d	43513	2.0	10.0
?d?d?l?l?l?l?d?l	43478	2.0	8.0
?d?d?l?d?l?d?d?d	43349	2.0	8.0
?l?l?l?d?l?d?d?l	43282	2.0	8.0
?u?d?d?d?d?d?d?l	43266	3.0	8.0
?d?l?d?d?d?l?d?d	43207	2.0	8.0
?u?l?l?l?l?l?l?u	43189	2.0	8.0
?l?l?l?d?d?d?d?d?d?d?l?l?l	43180	2.0	13.0
?l?l?l?l?l?d?l?l?l?l?l?l	43058	2.0	12.0
?l?d?d?l?d?l?d?d	42937	2.0	8.0
?u?l?l?l?l?d?l?l	42911	3.0	8.0
?l?d?d?l?l?l?d?l	42866	2.0	8.0
?d?l?l?l?d?d?l?l	42649	2.0	8.0
?l?l?l?l?l?l?l?l?s?l?l?l?l	42382	2.0	13.0
?d?l?l?d?d?l?l?l	42374	2.0	8.0
?l?l?l?l?l?l?d?l?l?l?l?l	42343	2.0	12.0
?u?u?u?u?u?u?u?u?u?u?u?u?u?u?u	42158	1.0	15.0
?l?l?l?d?d?d?l?l?l?d?d?d	42015	2.0	12.0
?d?d?l?d?d?d?l?d	41980	2.0	8.0
?u?l?l?l?l?u?l?l	41961	2.0	8.0
?d?l?d?d?l?d?d?d	41815	2.0	8.0
?d?d?d?l?d?l?d?d	41811	2.0	8.0
?u?u?u?u?u?u?u?u?u?d?d?d?d	41806	2.0	13.0
?u?l?l?s?d?d?d?d	41727	4.0	8.0
?d?l?l?l?d?l?l?d	41701	2.0	8.0
?d?l?d?d?d?d?d?l	41636	2.0	8.0
?l?l?l?l?l?l?l?d?l?d	41541	2.0	10.0
?d?l?l?d?l?l?l?d	41460	2.0	8.0
?l?l?l?l?l?l?l?l?d?d?d?s	41420	3.0	12.0
?l?l?l?d?d?u?u?l?l	41355	3.0	9.0
?l?l?d?d?l?d?d?d	41278	2.0	8.0
?l?d?d?l?l?d?d?d	41098	2.0	8.0
?l?d?l?d?l?l?d?d	41082	2.0	8.0
?u?u?u?d?d?d?d?d?d?d	40982	2.0	10.0
?u?l?l?l?l?l?u?l?l?l?l?l?l	40964	2.0	13.0
?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d	40961	2.0	17.0
?d?d?d?l?d?d?l?d	40932	2.0	8.0
?l?l?l?l?l?l?d?d?l?l?l?l	40820	2.0	12.0
?d?l?d?l?l?l?l?d	40820	2.0	8.0
?d?d?d?l?l?l?l?l?l?l?l?l?l	40814	2.0	13.0
?d?l?d?d?d?d?l?d	40783	2.0	8.0
?d?l?l?l?l?d?l?d	40586	2.0	8.0
?u?l?l?l?d?d?d?d?d?d?d	40571	3.0	11.0
?u?l?l?l?l?l?l?l?l?d?s	40325	4.0	11.0
?d?d?d?l?l?l?l?l?l?d?d?d	40320	2.0	12.0
?l?d?d?l?l?d?d?l	40269	2.0	8.0
?d?d?u?l?l?l?l?l?l	40222	3.0	9.0
?u?u?u?u?u?d?d?d?d?d?d	40178	2.0	11.0
?d?l?l?l?l?l?l?l?l?l?l?l?l	40100	2.0	13.0
?d?d?d?d?d?d?l?l?l?l?l?l?l?l?l	40080	2.0	15.0
?d?l?d?l?l?d?l?l	39817	2.0	8.0
?d?d?d?d?d?d?d?d?l?d	39789	2.0	10.0
?l?d?d?l?d?d?l?l	39784	2.0	8.0
?d?l?l?l?l?d?d?l	39640	2.0	8.0
?u?l?l?l?l?l?l?d?d?d?d?s	39609	4.0	12.0
?u?u?u?u?d?d?d?d?d	39548	2.0	9.0
?d?l?l?d?l?d?l?l	39542	2.0	8.0
?l?l?l?l?l?l?s?s?s	39537	2.0	9.0
?u?l?l?l?l?l?d?d?d?d?d?d?d?d	39341	3.0	14.0
?d?d?d?d?d?l?l?l?l?l?l?l	39325	2.0	12.0
?d?l?l?l?d?l?d?l	39284	2.0	8.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l	39254	1.0	23.0
?d?d?d?d?d?d?d?l?l?l?l?l?l?l	39239	2.0	14.0
?l?l?d?d?d?l?l?d	38872	2.0	8.0
?d?l?d?l?l?l?d?l	38611	2.0	8.0
?d?d?d?d?l?l?l?l?l?d?d?d?d	38569	2.0	13.0
?l?l?l?d?d?d?l?d	38429	2.0	8.0
?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l?l	38246	2.0	16.0
?u?l?l?l?l?l?l?l?l?d?d?s	38090	4.0	12.0
?u?l?l?u?l?l?l?l	38046	2.0	8.0
?l?l?l?l?l?l?l?l?l?s?d?d?d?d	37994	3.0	14.0
?l?l?d?d?d?l?d?d	37848	2.0	8.0
?l?l?l?l?l?d?d?d?l?l?l	37806	2.0	11.0
?d?d?d?u?u?u?u?u?u?u	37687	2.0	10.0
?u?l?l?l?l?l?l?l?l?s	37642	3.0	10.0
?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l	37591	2.0	15.0
?u?l?l?l?l?l?l?d?d?d?s	37510	4.0	11.0
?l?l?l?d?d?d?d?d?d?l?l?l	37501	2.0	12.0
?l?l?l?l?d?d?l?l?l?l?d?d	37491	2.0	12.0
?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a	37366	0.0	20.0
?u?d?d?d?d?d?d?u	37262	2.0	8.0
?l?l?l?l?s?l?l?l?l?d	37185	3.0	10.0
?s?l?l?l?l?l?l?d?d	37117	3.0	9.0
?u?l?l?l?l?l?l?l?d?d?d?d?d	36828	3.0	13.0
?l?l?l?l?l?l?l?l?d?l?l	36675	2.0	11.0
?u?u?u?u?u?u?u?u?u?d?d?d	36406	2.0	12.0
?d?s?d?d?d?d?d?u	36215	3.0	8.0
?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l	36182	2.0	16.0
?d?d?l?l?l?l?l?d?d?d	36180	2.0	10.0
?u?l?l?l?l?d?d?d?d?d?d?d	36099	3.0	12.0
?d?u?u?u?u?u?u?u	36077	2.0	8.0
?l?l?l?l?l?l?l?l?s?l?l?l	35978	2.0	12.0
?d?d?d?d?d?d?d?d?u?u?u	35937	2.0	11.0
?d?d?d?u?l?l?l?l	35897	3.0	8.0
?d?d?l?l?l?l?l?l?d?d?d?d	35823	2.0	12.0
?l?d?l?l?l?l?l?l?l?l?l	35757	2.0	11.0
?d?d?l?l?l?l?l?l?d	35732	2.0	9.0
?d?d?l?l?l?d?d?l	35718	2.0	8.0
?u?l?l?l?l?l?l?l?d?d?d?d?d?d	35612	3.0	14.0
?u?u?u?u?u?u?u?s	35589	2.0	8.0
?d?l?d?l?d?l?d?d	35551	2.0	8.0
?d?d?d?d?d?d?d?d?d?l?l?l?l?l?l	35551	2.0	15.0
?u?u?u?u?u?u?d?d?d?d?d?d	35516	2.0	12.0
?d?d?l?l?l?l?d?d?d	35452	2.0	9.0
?l?l?l?l?l?l?l?l?d?d?d?d?s	35290	3.0	13.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?d?d	35128	3.0	15.0
?d?d?l?l?l?l?l?l?l?l?l?d?d	35085	2.0	13.0
?d?d?d?d?d?d?s?s	35012	2.0	8.0
?u?l?l?l?l?l?l?s?d?d?d?d	35001	4.0	12.0
?l?l?l?l?l?l?l?d?d?d?l	34915	2.0	11.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l	34915	2.0	16.0
?l?d?l?d?l?d?d?l	34908	2.0	8.0
?l?l?l?l?s?d?d?d?d?d	34827	3.0	10.0
?u?l?l?l?d?l?l?l?l	34822	3.0	9.0
?l?l?d?d?d?d?l?l?l?l	34685	2.0	10.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d	34541	2.0	19.0
?l?l?l?l?l?u?d?d	34499	3.0	8.0
?l?d?d?d?d?d?d?d?d?d?l	34478	2.0	11.0
?d?l?l?l?l?l?d?d?d?d	34398	2.0	10.0
?d?d?d?d?d?d?u?l?l	34287	3.0	9.0
?l?d?d?d?d?d?d?d?d?d?d?d?d	34241	2.0	13.0
?l?l?l?l?l?l?l?s?s?s	34230	2.0	10.0
?l?l?d?d?d?d?l?d	34127	2.0	8.0
?u?l?l?l?l?l?l?u?l?l?l?l	34006	2.0	12.0
?l?l?d?d?d?l?l?l?l	33975	2.0	9.0
?l?l?l?l?l?l?l?l?d?l?l?l	33919	2.0	12.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l	33886	1.0	24.0
?u?l?l?l?l?l?l?l?l?l?s	33824	3.0	11.0
?l?d?d?d?l?d?d?l	33727	2.0	8.0
?u?l?l?l?l?l?l?u?l?l?l?l?l	33675	2.0	13.0
?l?l?d?l?d?l?d?d	33670	2.0	8.0
?d?d?u?u?u?u?u?u	33618	2.0	8.0
?l?l?l?l?l?l?u?d	33423	3.0	8.0
